,utt,관광지 추천,날씨 묻기,맛집 추천,숙소 추천,인사,카페 추천,활동 추천
3288,부산 음 친구랑 할만한 것 부탁해,0,0,0,0,0,0,1
3344,부산 친구랑 할만한 것 혹시 추천해줘,0,0,0,0,0,0,1
2476,부산 근데 맛있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
124,부산 아 날씨,0,1,0,0,0,0,0
2625,부산 근데 친절한 곳 추천해주세요,0,0,1,0,0,0,0
2062,혹시 부산 깨끗한 숙소 알려주세요,0,0,0,1,0,0,0
338,흠 반가워,0,0,0,0,1,0,0
924,부산 저기 감성적인 곳 추천해줘,0,0,1,0,0,0,0
1760,부산 저기 친구랑 놀기 좋은 곳 부탁해,1,0,0,0,0,0,0
2149,저기 부산 주차공간이 넓은 숙소 부탁해,0,0,0,1,0,0,0
503,부산 가족과 할만한 것 추천해줘,0,0,0,0,0,0,1
3507,부산 디저트 맛있는 곳 근데 부탁드려요,0,0,1,0,0,0,0
446,부산 분위기 있는 곳 어디야?,0,0,1,0,0,0,0
2461,부산 예쁜 곳 혹시 알려주세요,0,0,1,0,0,0,0
2732,흠 부산 웨이팅 없는 곳 알려줘,0,0,1,0,0,0,0
2905,흠 부산 가까운 곳 부탁드려요,0,0,1,0,0,0,0
2426,부산 아 가까운 곳,0,0,1,0,0,0,0
2977,부산 감성적인 곳 추천해 주실 아 수 있나요?,0,0,1,0,0,0,0
2369,부산 분위기 있는 숙소 있잖아 부탁할게,0,0,0,1,0,0,0
2712,부산 감성적인 곳 알려줄 어 수 있나요?,0,0,1,0,0,0,0
935,부산 친구랑 놀기 좋은 곳 아 추천해줘,1,0,0,0,0,0,0
1450,부산 흠 가까운 곳 알려줘,0,0,1,0,0,0,0
2961,근데 부산 예쁜 곳 추천해주세요,0,0,1,0,0,0,0
2015,부산 아 감성적인 곳 추천해주세요,0,0,1,0,0,0,0
1353,부산 혹시 온도 부탁할게,0,1,0,0,0,0,0
1524,부산 데이트하기 좋은 곳 저기 부탁해,0,0,1,0,0,0,0
2416,근데 부산 웨이팅 없는 곳,0,0,1,0,0,0,0
1188,부산 있잖아 밖에,0,1,0,0,0,0,0
217,어 부산 놀만한곳 알려줘,1,0,0,0,0,0,0
1415,부산 데이트하기 좋은 곳 있잖아 알려주세요,0,0,1,0,0,0,0
3382,부산 신기한 체험 음 추천해 주실 수 있나요?,0,0,0,0,0,0,1
1551,부산 웨이팅 없는 곳 어 부탁할게,0,0,1,0,0,0,0
1392,저기 부산 웨이팅 없는 곳 알려주세요,0,0,1,0,0,0,0
2883,부산 친절한 곳 근데 알려줄 수 있나요?,0,0,1,0,0,0,0
877,부산 웨이팅 없는 곳 근데 알려줘,0,0,1,0,0,0,0
1246,부산 더위 아 부탁드려요,0,1,0,0,0,0,0
3162,부산 흠 신기한 체험,0,0,0,0,0,0,1
1865,아 부산 데이트하기 좋은 곳,0,0,1,0,0,0,0
3058,부산은 어 주차하기 편한 곳 좋아?,0,0,1,0,0,0,0
3421,어 부산 음료 맛있는 카페 알려주세요,0,0,0,0,0,1,0
1481,부산 있잖아 웨이팅 없는 곳 부탁드려요,0,0,1,0,0,0,0
3018,혹시 부산은 주차하기 편한 곳 좋아?,0,0,1,0,0,0,0
736,부산 유명한 거 부탁드려요,0,0,0,0,0,0,1
3623,부산 어 가까운 카페,0,0,0,0,0,1,0
1490,부산 가까운 곳 흠 부탁드려요,0,0,1,0,0,0,0
1381,부산 저기 가까운 곳,0,0,1,0,0,0,0
735,부산 재미있는 거 부탁드려요,0,0,0,0,0,0,1
2165,부산 뷰가 좋은 숙소 아 부탁해,0,0,0,1,0,0,0
1661,흠 부산 주차하기 편한 곳 알려주세요,0,0,1,0,0,0,0
711,부산 재미있는 거 알려주세요,0,0,0,0,0,0,1
660,부산 유명한 숙소 부탁할게,0,0,0,1,0,0,0
1446,부산 조용한 곳 알려줄 수 근데 있나요?,0,0,1,0,0,0,0
3494,아 부산 전망 좋은 카페 부탁드려요,0,0,0,0,0,1,0
3249,부산 가족과 할만한 것 흠 알려줘,0,0,0,0,0,0,1
288,부산 있잖아 맛집 부탁드려요,0,0,1,0,0,0,0
1494,부산 데이트하기 좋은 곳 흠 부탁드려요,0,0,1,0,0,0,0
1357,부산 온도 아 부탁할게,0,1,0,0,0,0,0
1767,부산 저기 조용한 곳 부탁해,0,0,1,0,0,0,0
1833,부산 예쁜 곳 음 추천해주세요,0,0,1,0,0,0,0
1916,부산 주차하기 편한 곳 알려줄 아 수 있나요?,0,0,1,0,0,0,0
226,있잖아 부산 놀만한곳 부탁할게,1,0,0,0,0,0,0
760,부산 유명한 거 추천해주세요,0,0,0,0,0,0,1
2457,부산 분위기 있는 곳 혹시 알려주세요,0,0,1,0,0,0,0
514,부산 디저트 많은 곳 알려줘,0,0,0,0,0,1,0
2392,부산 음 깨끗한 숙소 추천해주세요,0,0,0,1,0,0,0
1294,부산 더위 근데 알려주세요,0,1,0,0,0,0,0
2253,부산 흠 분위기 있는 숙소,0,0,0,1,0,0,0
3595,부산 디저트 맛있는 곳 있잖아 추천해주세요,0,0,1,0,0,0,0
3579,있잖아 부산 디저트 맛있는 곳 추천해주세요,0,0,1,0,0,0,0
3414,부산 음 전망 좋은 카페,0,0,0,0,0,1,0
3752,근데 부산 메뉴가 다양한 카페 추천해주세요,0,0,0,0,0,1,0
3679,부산 흠 분위기 있는 카페 알려줘,0,0,0,0,0,1,0
104,혹시 부산 날씨 알려줄 수 있나요?,0,1,0,0,0,0,0
2487,부산 분위기 있는 곳 알려줄 음 수 있나요?,0,0,1,0,0,0,0
800,부산 가까운 카페 부탁드려요,0,0,0,0,0,1,0
768,부산 유명한 거 추천해 주실 수 있나요?,0,0,0,0,0,0,1
2979,부산 예쁜 곳 추천해 주실 아 수 있나요?,0,0,1,0,0,0,0
2166,아 부산 깨끗한 숙소 부탁할게,0,0,0,1,0,0,0
2583,혹시 부산 데이트하기 좋은 곳 부탁할게,0,0,1,0,0,0,0
1747,부산 조용한 곳 어 부탁드려요,0,0,1,0,0,0,0
2179,부산 있잖아 뷰가 좋은 숙소 부탁할게,0,0,0,1,0,0,0
1454,부산 흠 데이트하기 좋은 곳 알려줘,0,0,1,0,0,0,0
1657,흠 부산 친구랑 놀기 좋은 곳 알려주세요,1,0,0,0,0,0,0
1941,부산 음 데이트하기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
2423,부산 아 맛있는 곳,0,0,1,0,0,0,0
2292,부산 분위기 있는 숙소 알려줄 수 흠 있나요?,0,0,0,1,0,0,0
401,부산 액티비티 음 알려줄 수 있나요?,0,0,0,0,0,0,1
2928,부산 혹시 맛있는 곳 부탁해,0,0,1,0,0,0,0
2275,부산 뷰가 좋은 숙소 아 알려주세요,0,0,0,1,0,0,0
849,부산 밖에 어 알려줘,0,1,0,0,0,0,0
3111,부산은 아 조용한 곳 좋아?,0,0,1,0,0,0,0
2762,부산 있잖아 친절한 곳 부탁드려요,0,0,1,0,0,0,0
3320,부산 친구랑 할만한 것 있잖아 부탁할게,0,0,0,0,0,0,1
1364,부산 밖에 아 추천해주세요,0,1,0,0,0,0,0
2677,부산 가까운 곳 아 알려주세요,0,0,1,0,0,0,0
537,부산 온도 부탁해,0,1,0,0,0,0,0
2495,부산 맛있는 곳 알려줄 수 아 있나요?,0,0,1,0,0,0,0
2098,부산 깨끗한 숙소 알려줄 수 아 있나요?,0,0,0,1,0,0,0
2604,부산 부모님과 가기 좋은 곳 음 추천해줘,0,0,1,0,0,0,0
2106,흠 부산 주위가 조용한 숙소 알려줘,0,0,0,1,0,0,0
578,부산 감성적인 곳 부탁드려요,0,0,1,0,0,0,0
692,부산 친절한 곳 부탁해,0,0,1,0,0,0,0
2834,부산 가까운 곳 추천해 주실 어 수 있나요?,0,0,1,0,0,0,0
130,부산 날씨 알려줄 어 수 있나요?,0,1,0,0,0,0,0
1754,있잖아 부산 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
2929,부산 혹시 분위기 있는 곳 부탁해,0,0,1,0,0,0,0
1577,부산 분위기 있는 곳 있잖아 추천해줘,0,0,1,0,0,0,0
655,부산 주차공간이 넓은 숙소 부탁해,0,0,0,1,0,0,0
444,부산 부모님과 가기 좋은 곳 알려줘,0,0,1,0,0,0,0
1922,부산 예쁜 곳 알려줄 수 혹시 있나요?,0,0,1,0,0,0,0
1117,저기 부산 유명한 거 추천해줘,0,0,0,0,0,0,1
1789,부산 혹시 감성적인 곳 부탁할게,0,0,1,0,0,0,0
1228,부산 근데 밖에 알려줘,0,1,0,0,0,0,0
2827,부산 예쁜 곳 근데 추천해 주실 수 있나요?,0,0,1,0,0,0,0
3716,부산 어 디저트 많은 곳 부탁해,0,0,0,0,0,1,0
2424,부산 아 분위기 있는 곳,0,0,1,0,0,0,0
3653,부산 근데 디저트 많은 곳 알려줄 수 있나요?,0,0,0,0,0,1,0
2534,있잖아 부산 주차하기 편한 곳 부탁드려요,0,0,1,0,0,0,0
590,부산 가까운 곳 부탁해,0,0,1,0,0,0,0
858,어 부산 예쁜 곳 알려줘,0,0,1,0,0,0,0
1575,부산 음 부모님과 가기 좋은 곳 추천해줘,0,0,1,0,0,0,0
478,부산 분위기 있는 숙소 추천 좀,0,0,0,1,0,0,0
1081,부산 조용한 곳 있잖아 어디야?,0,0,1,0,0,0,0
3215,부산 놀만한 것 알려줄 있잖아 수 있나요?,0,0,0,0,0,0,1
1649,부산 근데 웨이팅 없는 곳,0,0,1,0,0,0,0
608,부산 감성적인 곳 추천해주세요,0,0,1,0,0,0,0
348,부산은 어디가 음 좋아?,1,0,0,0,0,0,0
2403,부산 주차공간이 넓은 숙소 혹시 추천해주세요,0,0,0,1,0,0,0
1900,근데 부산 가까운 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3255,아 부산 유명한 거 부탁드려요,0,0,0,0,0,0,1
612,부산 예쁜 곳 추천해주세요,0,0,1,0,0,0,0
456,부산 분위기 있는 곳 추천해줘,0,0,1,0,0,0,0
3510,부산 전망 좋은 카페 근데 부탁드려요,0,0,0,0,0,1,0
572,부산 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3461,부산 분위기 있는 카페 음 알려줄 수 있나요?,0,0,0,0,0,1,0
743,부산 재미있는 거 부탁해,0,0,0,0,0,0,1
703,부산 재미있는 거,0,0,0,0,0,0,1
182,부산 관광지 어 알려주세요,1,0,0,0,0,0,0
2618,부산 근데 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
242,부산 아 맛집,0,0,1,0,0,0,0
3527,부산 음 분위기 있는 카페 부탁해,0,0,0,0,0,1,0
1394,저기 부산 주차하기 편한 곳 알려주세요,0,0,1,0,0,0,0
1964,부산 근데 분위기 있는 곳 부탁할게,0,0,1,0,0,0,0
1674,부산 있잖아 조용한 곳 알려주세요,0,0,1,0,0,0,0
653,부산 유명한 숙소 부탁해,0,0,0,1,0,0,0
148,부산 혹시 관광지 알려주세요,1,0,0,0,0,0,0
708,부산 놀만한 것 알려주세요,0,0,0,0,0,0,1
2830,부산 맛있는 곳 추천해 혹시 주실 수 있나요?,0,0,1,0,0,0,0
23,부산 관광지 부탁드려요,1,0,0,0,0,0,0
1264,부산 흠 밖에 부탁할게,0,1,0,0,0,0,0
1285,부산 아 온도,0,1,0,0,0,0,0
1990,부산 어 주차하기 편한 곳 추천해줘,0,0,1,0,0,0,0
1532,흠 부산 예쁜 곳 부탁할게,0,0,1,0,0,0,0
1436,부산 감성적인 곳 알려줄 근데 수 있나요?,0,0,1,0,0,0,0
919,어 부산 주차하기 편한 곳 추천해줘,0,0,1,0,0,0,0
2740,부산 분위기 있는 곳 혹시 알려줘,0,0,1,0,0,0,0
2997,부산은 혹시 예쁜 곳 좋아?,0,0,1,0,0,0,0
3099,어 부산은 데이트하기 좋은 곳 좋아?,0,0,1,0,0,0,0
3656,부산 커피 전문점 흠 알려줄 수 있나요?,0,0,0,0,0,1,0
3774,부산 커피 전문점 추천해 주실 수 아 있나요?,0,0,0,0,0,1,0
2085,있잖아 부산 유명한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
2673,부산 있잖아 친절한 곳 알려주세요,0,0,1,0,0,0,0
3396,부산 체험할 것 추천해 주실 수 음 있나요?,0,0,0,0,0,0,1
2554,흠 부산 감성적인 곳 부탁해,0,0,1,0,0,0,0
1807,부산 조용한 곳 아 부탁할게,0,0,1,0,0,0,0
1509,부산 있잖아 친구랑 놀기 좋은 곳 부탁해,1,0,0,0,0,0,0
1260,어 부산 밖에 부탁할게,0,1,0,0,0,0,0
2126,있잖아 부산 유명한 숙소 부탁드려요,0,0,0,1,0,0,0
2855,부산 근데 감성적인 곳 알려주세요,0,0,1,0,0,0,0
3178,부산 혹시 신기한 체험 알려주세요,0,0,0,0,0,0,1
712,부산 유명한 거 알려주세요,0,0,0,0,0,0,1
1443,부산 가까운 곳 알려줄 수 근데 있나요?,0,0,1,0,0,0,0
645,부산 친절한 숙소 부탁드려요,0,0,0,1,0,0,0
3686,부산 전망 좋은 카페 흠 알려줘,0,0,0,0,0,1,0
21,부산 관광지 알려주세요,1,0,0,0,0,0,0
2402,부산 주위가 조용한 숙소 혹시 추천해주세요,0,0,0,1,0,0,0
2130,있잖아 부산 뷰가 좋은 숙소 부탁드려요,0,0,0,1,0,0,0
615,부산 부모님과 가기 좋은 곳 추천해주세요,0,0,1,0,0,0,0
670,부산 분위기 있는 숙소 추천해줘,0,0,0,1,0,0,0
3355,부산 아 놀만한 것 추천해주세요,0,0,0,0,0,0,1
2624,부산 근데 데이트하기 좋은 곳 추천해주세요,0,0,1,0,0,0,0
2749,부산 조용한 곳 혹시 알려줘,0,0,1,0,0,0,0
900,부산 흠 데이트하기 좋은 곳 어디야?,0,0,1,0,0,0,0
1977,부산 가까운 곳 혹시 부탁할게,0,0,1,0,0,0,0
3016,혹시 부산은 웨이팅 없는 곳 좋아?,0,0,1,0,0,0,0
3569,저기 부산 가까운 카페 추천해줘,0,0,0,0,0,1,0
2490,부산 웨이팅 없는 곳 알려줄 음 수 있나요?,0,0,1,0,0,0,0
985,부산 깨끗한 숙소 추천 음 좀,0,0,0,1,0,0,0
3074,근데 부산은 친구랑 놀기 좋은 곳 좋아?,1,0,0,0,0,0,0
2358,부산 근데 친절한 숙소 부탁할게,0,0,0,1,0,0,0
1951,어 부산 데이트하기 좋은 곳 부탁해,0,0,1,0,0,0,0
206,부산 관광지 추천해 주실 수 흠 있나요?,1,0,0,0,0,0,0
2907,흠 부산 예쁜 곳 부탁드려요,0,0,1,0,0,0,0
30,부산 놀만한곳 알려주세요,1,0,0,0,0,0,0
258,부산 저기 맛집 부탁해,0,0,1,0,0,0,0
2686,혹시 부산 분위기 있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1226,음 부산 더위 알려줘,0,1,0,0,0,0,0
1992,부산 어 부모님과 가기 좋은 곳 추천해줘,0,0,1,0,0,0,0
2784,부산 아 감성적인 곳 부탁할게,0,0,1,0,0,0,0
3083,부산은 저기 감성적인 곳 좋아?,0,0,1,0,0,0,0
173,부산 혹시 관광지 추천해 주실 수 있나요?,1,0,0,0,0,0,0
1860,아 부산 친구랑 놀기 좋은 곳,1,0,0,0,0,0,0
2809,부산 분위기 있는 곳 어 추천해주세요,0,0,1,0,0,0,0
3176,부산 혹시 체험할 것 알려주세요,0,0,0,0,0,0,1
1193,저기 부산 온도 알려주세요,0,1,0,0,0,0,0
859,어 부산 주차하기 편한 곳 알려줘,0,0,1,0,0,0,0
1652,부산 근데 데이트하기 좋은 곳,0,0,1,0,0,0,0
3503,부산 있잖아 분위기 있는 카페 부탁드려요,0,0,0,0,0,1,0
3217,부산 일일 체험 알려줄 있잖아 수 있나요?,0,0,0,0,0,0,1
2281,부산 혹시 깨끗한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
443,부산 데이트하기 좋은 곳 알려줘,0,0,1,0,0,0,0
1959,있잖아 부산 예쁜 곳 부탁할게,0,0,1,0,0,0,0
807,부산 메뉴가 다양한 카페 부탁해,0,0,0,0,0,1,0
3261,부산 흠 일일 체험 부탁드려요,0,0,0,0,0,0,1
1915,부산 예쁜 곳 알려줄 아 수 있나요?,0,0,1,0,0,0,0
1015,부산 분위기 있는 곳 음 알려줘,0,0,1,0,0,0,0
3630,아 부산 메뉴가 다양한 카페 알려주세요,0,0,0,0,0,1,0
1083,저기 부산은 감성적인 곳 좋아?,0,0,1,0,0,0,0
1147,부산 있잖아 음료 맛있는 카페 추천해줘,0,0,0,0,0,1,0
493,부산은 데이트하기 좋은 곳 좋아?,0,0,1,0,0,0,0
1623,부산 감성적인 곳 음 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2567,부산 감성적인 곳 근데 부탁해,0,0,1,0,0,0,0
3144,부산은 친구랑 놀기 좋은 곳 흠 좋아?,1,0,0,0,0,0,0
1001,있잖아 부산 부모님과 가기 좋은 곳 알려줘,0,0,1,0,0,0,0
3026,부산은 근데 웨이팅 없는 곳 좋아?,0,0,1,0,0,0,0
3734,부산 아 전망 좋은 카페 추천해줘,0,0,0,0,0,1,0
2896,부산 혹시 데이트하기 좋은 곳 알려줘,0,0,1,0,0,0,0
309,부산 흠 맛집 알려줄 수 있나요?,0,0,1,0,0,0,0
972,부산 혹시 친절한 숙소 추천 좀,0,0,0,1,0,0,0
1308,부산 밖에 알려줄 어 수 있나요?,0,1,0,0,0,0,0
332,혹시 안녕,0,0,0,0,1,0,0
1225,음 부산 온도 알려줘,0,1,0,0,0,0,0
1660,흠 부산 예쁜 곳 알려주세요,0,0,1,0,0,0,0
1210,부산 아 더위 알려줄 수 있나요?,0,1,0,0,0,0,0
441,부산 예쁜 곳 알려줘,0,0,1,0,0,0,0
1828,부산 분위기 있는 곳 음 추천해주세요,0,0,1,0,0,0,0
2045,부산 가까운 곳 추천해 주실 수 혹시 있나요?,0,0,1,0,0,0,0
2654,부산 조용한 곳 추천해 흠 주실 수 있나요?,0,0,1,0,0,0,0
689,부산 맛있는 곳 부탁드려요,0,0,1,0,0,0,0
1697,부산 혹시 조용한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
763,부산 체험할 것 추천해 주실 수 있나요?,0,0,0,0,0,0,1
2307,부산 흠 뷰가 좋은 숙소 알려줘,0,0,0,1,0,0,0
1825,부산 근데 데이트하기 좋은 곳 추천해줘,0,0,1,0,0,0,0
3675,부산 흠 디저트 맛있는 곳 알려줘,0,0,1,0,0,0,0
3068,부산은 주차하기 편한 곳 근데 좋아?,0,0,1,0,0,0,0
1991,부산 어 데이트하기 좋은 곳 추천해줘,0,0,1,0,0,0,0
1663,흠 부산 부모님과 가기 좋은 곳 알려주세요,0,0,1,0,0,0,0
2945,부산 혹시 감성적인 곳 추천해줘,0,0,1,0,0,0,0
1297,아 부산 온도 알려줄 수 있나요?,0,1,0,0,0,0,0
1701,부산 웨이팅 없는 곳 혹시 알려줄 수 있나요?,0,0,1,0,0,0,0
16,부산 날씨 부탁드려요,0,1,0,0,0,0,0
2368,부산 주차공간이 넓은 숙소 있잖아 부탁할게,0,0,0,1,0,0,0
1953,어 부산 조용한 곳 부탁해,0,0,1,0,0,0,0
640,부산 주위가 조용한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
2882,부산 예쁜 곳 근데 알려줄 수 있나요?,0,0,1,0,0,0,0
3120,부산은 부모님과 가기 좋은 곳 있잖아 좋아?,0,0,1,0,0,0,0
2028,부산 웨이팅 없는 곳 혹시 추천해주세요,0,0,1,0,0,0,0
1165,근데 부산 분위기 있는 카페 알려줘,0,0,0,0,0,1,0
2473,흠 부산 주차하기 편한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1604,부산 흠 부모님과 가기 좋은 곳 추천해주세요,0,0,1,0,0,0,0
2837,부산 조용한 곳 추천해 주실 어 수 있나요?,0,0,1,0,0,0,0
2640,음 부산 감성적인 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2700,부산 저기 조용한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1186,혹시 부산 더위,0,1,0,0,0,0,0
1808,아 부산 분위기 있는 곳 추천해줘,0,0,1,0,0,0,0
1724,음 부산 주차하기 편한 곳 부탁드려요,0,0,1,0,0,0,0
1950,어 부산 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
614,부산 데이트하기 좋은 곳 추천해주세요,0,0,1,0,0,0,0
1498,음 부산 감성적인 곳 부탁해,0,0,1,0,0,0,0
2622,부산 근데 예쁜 곳 추천해주세요,0,0,1,0,0,0,0
3598,부산 전망 좋은 카페 있잖아 추천해주세요,0,0,0,0,0,1,0
1716,근데 부산 부모님과 가기 좋은 곳 알려줘,0,0,1,0,0,0,0
2665,어 부산 웨이팅 없는 곳 알려주세요,0,0,1,0,0,0,0
421,부산 액티비티 아 추천해주세요,0,0,0,0,0,0,1
3160,부산 흠 체험할 것,0,0,0,0,0,0,1
3720,부산 어 메뉴가 다양한 카페 부탁해,0,0,0,0,0,1,0
2404,부산 분위기 있는 숙소 혹시 추천해주세요,0,0,0,1,0,0,0
917,어 부산 웨이팅 없는 곳 추천해줘,0,0,1,0,0,0,0
585,부산 부모님과 가기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
3256,아 부산 친구랑 할만한 것 부탁드려요,0,0,0,0,0,0,1
2323,부산 친절한 숙소 근데 부탁드려요,0,0,0,1,0,0,0
3343,부산 유명한 거 혹시 추천해줘,0,0,0,0,0,0,1
3450,부산 어 디저트 맛있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
76,어 부산 놀만한곳 추천해줘,1,0,0,0,0,0,0
190,부산 관광지 어 부탁드려요,1,0,0,0,0,0,0
2385,저기 부산 깨끗한 숙소 추천해주세요,0,0,0,1,0,0,0
718,부산 일일 체험 알려줄 수 있나요?,0,0,0,0,0,0,1
997,있잖아 부산 예쁜 곳 알려줘,0,0,1,0,0,0,0
2860,부산 근데 데이트하기 좋은 곳 알려주세요,0,0,1,0,0,0,0
2720,부산 분위기 있는 곳 알려줄 수 어 있나요?,0,0,1,0,0,0,0
2234,부산 유명한 숙소 아 추천해 주실 수 있나요?,0,0,0,1,0,0,0
2111,부산 있잖아 친절한 숙소 알려줘,0,0,0,1,0,0,0
2046,부산 예쁜 곳 추천해 주실 수 혹시 있나요?,0,0,1,0,0,0,0
1,부산 날씨 알려줘,0,1,0,0,0,0,0
1355,부산 혹시 추위 부탁할게,0,1,0,0,0,0,0
2822,어 부산 예쁜 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
1407,부산 혹시 조용한 곳 알려주세요,0,0,1,0,0,0,0
639,부산 유명한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
375,부산 활동 혹시 부탁드려요,0,0,0,0,0,0,1
2713,부산 가까운 곳 알려줄 어 수 있나요?,0,0,1,0,0,0,0
1506,음 부산 조용한 곳 부탁해,0,0,1,0,0,0,0
3339,부산 놀만한 것 혹시 추천해줘,0,0,0,0,0,0,1
2825,부산 맛있는 곳 근데 추천해 주실 수 있나요?,0,0,1,0,0,0,0
3554,부산 커피 전문점 음 부탁할게,0,0,0,0,0,1,0
3619,부산 어 음료 맛있는 카페,0,0,0,0,0,1,0
745,부산 친구랑 할만한 것 부탁해,0,0,0,0,0,0,1
2139,부산 친절한 숙소 저기 부탁드려요,0,0,0,1,0,0,0
3346,혹시 부산 체험할 것 추천해주세요,0,0,0,0,0,0,1
1430,부산 음 조용한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
642,부산 분위기 있는 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
1384,부산 저기 주차하기 편한 곳,0,0,1,0,0,0,0
189,부산 혹시 관광지 부탁드려요,1,0,0,0,0,0,0
1515,부산 있잖아 부모님과 가기 좋은 곳 부탁해,0,0,1,0,0,0,0
3475,있잖아 부산 디저트 맛있는 곳 알려줘,0,0,1,0,0,0,0
2647,부산 맛있는 곳 음 추천해 주실 수 있나요?,0,0,1,0,0,0,0
3180,부산 혹시 재미있는 거 알려주세요,0,0,0,0,0,0,1
1122,부산 저기 신기한 체험 추천해줘,0,0,0,0,0,0,1
11,부산 활동 추천해줘,0,0,0,0,0,0,1
353,부산은 저기 어디가 좋아?,1,0,0,0,0,0,0
350,부산은 어 어디가 좋아?,1,0,0,0,0,0,0
3166,부산 흠 친구랑 할만한 것,0,0,0,0,0,0,1
2991,흠 부산은 조용한 곳 좋아?,0,0,1,0,0,0,0
200,부산 관광지 음 추천해주세요,1,0,0,0,0,0,0
1921,부산 웨이팅 없는 곳 알려줄 수 혹시 있나요?,0,0,1,0,0,0,0
3137,부산은 있잖아 예쁜 곳 좋아?,0,0,1,0,0,0,0
1628,부산 가까운 곳 추천해 어 주실 수 있나요?,0,0,1,0,0,0,0
128,부산 저기 날씨 알려줄 수 있나요?,0,1,0,0,0,0,0
3254,아 부산 재미있는 거 부탁드려요,0,0,0,0,0,0,1
447,부산 감성적인 곳 어디야?,0,0,1,0,0,0,0
3063,부산은 감성적인 곳 근데 좋아?,0,0,1,0,0,0,0
2491,부산 예쁜 곳 알려줄 음 수 있나요?,0,0,1,0,0,0,0
2024,부산 분위기 있는 곳 혹시 추천해주세요,0,0,1,0,0,0,0
90,저기 부산은 어디가 좋아?,1,0,0,0,0,0,0
881,부산 부모님과 가기 좋은 곳 근데 알려줘,0,0,1,0,0,0,0
2950,부산 혹시 데이트하기 좋은 곳 추천해줘,0,0,1,0,0,0,0
1933,부산 조용한 곳 있잖아 알려줘,0,0,1,0,0,0,0
1058,근데 부산 부모님과 가기 좋은 곳 어디야?,0,0,1,0,0,0,0
1470,아 부산 가까운 곳 부탁드려요,0,0,1,0,0,0,0
1401,부산 혹시 가까운 곳 알려주세요,0,0,1,0,0,0,0
62,부산 액티비티 추천해주세요,0,0,0,0,0,0,1
1930,부산 주차하기 편한 곳 있잖아 알려줘,0,0,1,0,0,0,0
2710,부산 맛있는 곳 알려줄 어 수 있나요?,0,0,1,0,0,0,0
3072,근데 부산은 분위기 있는 곳 좋아?,0,0,1,0,0,0,0
1517,부산 분위기 있는 곳 저기 부탁해,0,0,1,0,0,0,0
1702,부산 예쁜 곳 혹시 알려줄 수 있나요?,0,0,1,0,0,0,0
115,음 부산 날씨 부탁해,0,1,0,0,0,0,0
3596,부산 디저트 많은 곳 있잖아 추천해주세요,0,0,0,0,0,1,0
3605,부산 가까운 카페 흠 추천해 주실 수 있나요?,0,0,0,0,0,1,0
3040,부산은 부모님과 가기 좋은 곳 음 좋아?,0,0,1,0,0,0,0
2688,혹시 부산 가까운 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3407,혹시 부산 분위기 있는 카페,0,0,0,0,0,1,0
2510,아 부산 주차하기 편한 곳 알려줘,0,0,1,0,0,0,0
2447,부산 어 감성적인 곳 알려주세요,0,0,1,0,0,0,0
2313,혹시 부산 분위기 있는 숙소 부탁드려요,0,0,0,1,0,0,0
1205,혹시 부산 온도 알려줄 수 있나요?,0,1,0,0,0,0,0
406,부산 액티비티 근데 알려줘,0,0,0,0,0,0,1
3641,부산 디저트 맛있는 곳 음 알려주세요,0,0,1,0,0,0,0
1438,부산 웨이팅 없는 곳 알려줄 근데 수 있나요?,0,0,1,0,0,0,0
2117,부산 깨끗한 숙소 있잖아 알려줘,0,0,0,1,0,0,0
1027,음 부산 감성적인 곳 추천해줘,0,0,1,0,0,0,0
3568,저기 부산 메뉴가 다양한 카페 추천해줘,0,0,0,0,0,1,0
1816,아 부산 부모님과 가기 좋은 곳 추천해줘,0,0,1,0,0,0,0
2527,부산 조용한 곳 저기 알려줘,0,0,1,0,0,0,0
2497,부산 감성적인 곳 알려줄 수 아 있나요?,0,0,1,0,0,0,0
2204,부산 주위가 조용한 숙소 혹시 추천해줘,0,0,0,1,0,0,0
